timestamp,artist,title,genres,popularity
2025-11-29 18:02:00,NOGYMX,Whispers of Eden,"lo-fi, lo-fi beats, lo-fi hip hop",45
2025-11-29 18:04:00,Tonion,Holy Cloud,"lo-fi, lo-fi beats, lo-fi hip hop",46
2025-11-29 18:08:00,No Spirit,Planet 9,"lo-fi hip hop, lo-fi, lo-fi beats",60
2025-11-29 18:10:00,nothingtosay,The Dawn,"lo-fi hip hop, lo-fi, lo-fi beats",46
2025-11-29 18:12:00,Kokoro,Cailín,"lo-fi hip hop, lo-fi, lo-fi beats",47
2025-11-29 18:25:00,NOGYMX,Whispers of Eden,"lo-fi, lo-fi beats, lo-fi hip hop",45
2025-11-29 18:28:00,Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered 1999,"christmas, big band, adult standards, swing music, jazz, vocal jazz",82
2025-11-29 18:31:00,Frank Sinatra,The Christmas Song (Merry Christmas To You) - Remastered 1999,"christmas, big band, adult standards, swing music, jazz, vocal jazz",82
2025-11-29 18:35:00,Frank Sinatra,Hark! The Herald Angels Sing - Remastered 1999,"christmas, big band, adult standards, swing music, jazz, vocal jazz",82
2025-11-29 18:37:00,John Lennon,Happy Xmas (War Is Over) - Remastered 2010,christmas,73
2025-11-29 18:41:00,Band Aid,Do They Know It's Christmas? - 1984 Version,christmas,62
2025-11-29 18:45:00,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,"classic rock, rock, british, singer-songwriter, pop",74
2025-11-29 18:50:00,Wham!,Last Christmas,christmas,76
2025-11-29 18:54:00,Wizzard,I Wish It Could Be Christmas Everyday,"christmas, glam rock",55
2025-11-29 18:59:00,Queen,Thank God It's Christmas - Non-Album Single,"classic rock, rock, glam rock",84
2025-11-29 19:03:00,The Pogues,Fairytale of New York (feat. Kirsty MacColl),"celtic punk, celtic rock, christmas, folk punk, celtic",63
2025-11-29 19:08:00,Coldplay,Christmas Lights,"rock, alternative, britpop, alternative rock, indie",89
2025-11-29 19:12:00,Pretenders,2000 Miles - 2007 Remaster,"rock, new wave, 80s, female vocalists, classic rock",64
2025-11-29 19:15:00,Softy,Lavish,"lo-fi hip hop, lo-fi, lo-fi beats",63
2025-11-29 19:18:00,dosi,Abandoned Graveyard,"lo-fi, lo-fi beats",56
2025-11-29 19:21:00,Team Astro,Goodbye,"lo-fi hip hop, lo-fi, lo-fi beats",53
2025-11-29 19:24:00,Softy,Vertigo,"lo-fi hip hop, lo-fi, lo-fi beats",63
2025-11-29 19:26:00,bluntone,Slowpraise,"lo-fi hip hop, lo-fi, lo-fi beats",51
2025-11-29 19:28:00,fnonose,blue room,"lo-fi, lo-fi beats",55
2025-11-29 19:30:00,Softy,Felt the Same,"lo-fi hip hop, lo-fi, lo-fi beats",63
2025-11-29 19:33:00,Yasumu,We Met,"lo-fi hip hop, lo-fi, lo-fi beats",51
2025-11-29 19:35:00,S N U G,convo,"lo-fi hip hop, lo-fi, lo-fi beats",53
2025-11-29 19:38:00,ornaut,voyager,lo-fi,39
2025-11-29 19:41:00,Team Astro,Jupiter,"lo-fi hip hop, lo-fi, lo-fi beats",53
2025-11-29 19:44:00,ornaut,home is a feeling,lo-fi,39
2025-11-29 19:46:00,cxlt.,Embrace,"lo-fi hip hop, lo-fi, lo-fi beats",58
2025-11-29 19:49:00,Intoku,Noctu,"lo-fi, lo-fi hip hop",42
2025-11-29 19:51:00,Lenny Loops,Days Past,"lo-fi, lo-fi hip hop, lo-fi beats",55
2025-11-29 19:54:00,PandRezz,Snowflakes,"lo-fi hip hop, lo-fi, lo-fi beats",47
2025-11-29 19:57:00,Towerz,Moonfall,"lo-fi hip hop, lo-fi, lo-fi beats",52
2025-11-29 20:00:00,Living Room,The Summit,"lo-fi hip hop, lo-fi, lo-fi beats",54
2025-11-29 20:02:00,kainbeats,We All Feel Darkness,"lo-fi, lo-fi hip hop, lo-fi beats",59
2025-11-29 20:04:00,bluntone,Extraplanetary Sightseeing,"lo-fi hip hop, lo-fi, lo-fi beats",51
2025-11-29 20:07:00,HOKØ,Rain in Osaka,"lo-fi, jazz beats, lo-fi beats",54
2025-11-29 20:09:00,squeeda,Empty Bed,"lo-fi, lo-fi hip hop, lo-fi beats",44
2025-11-29 20:11:00,Simon Groß,Hidden World,lo-fi,48
2025-11-29 20:14:00,Sling Dilly,Yesterday,"lo-fi, lo-fi hip hop, lo-fi beats",48
2025-11-29 20:15:00,iamalex,Coral,"lo-fi hip hop, lo-fi, lo-fi beats",47
2025-11-29 20:16:00,So.lo,Into The Fog,"lo-fi, lo-fi hip hop, lo-fi beats",44
2025-11-29 20:19:00,brillion.,"Inhale, Exhale","lo-fi hip hop, lo-fi, lo-fi beats",47
2025-11-29 20:21:00,bCalm,retreat,"lo-fi, lo-fi hip hop, lo-fi beats",57
2025-11-29 20:25:00,Pajama Boy,Forgotten Wisps,lo-fi,39
2025-11-29 20:27:00,Guy Rickard,Sleeping City,"lo-fi, jazz beats",40
2025-11-29 20:29:00,mell-ø,May 17th,"lo-fi hip hop, lo-fi, lo-fi beats",52
2025-11-29 20:31:00,Anbuu,Walkaway,"lo-fi beats, lo-fi, lo-fi hip hop, jazz beats",36
2025-11-29 20:34:00,Tin.,Azure,lo-fi,35
2025-11-29 20:36:00,dryhope,Quetzal,"lo-fi hip hop, lo-fi, lo-fi beats",56
2025-11-29 20:38:00,dryhope,Intersect,"lo-fi hip hop, lo-fi, lo-fi beats",56
2025-11-29 20:41:00,Dimension 32,Infinite,"lo-fi, lo-fi hip hop, lo-fi beats",56
2025-11-29 20:43:00,SHEATH,The Eternal Wanderer,"lo-fi, jazz beats, lo-fi beats",46
2025-11-29 20:45:00,dryhope,Helix,"lo-fi hip hop, lo-fi, lo-fi beats",56
2025-11-29 20:48:00,Slowburn,Poles Apart,lo-fi,54
2025-11-29 20:50:00,Flâneur,L'Été Éternel,"lo-fi, lo-fi beats, jazz beats",46
2025-11-29 20:52:00,hoogway,Beauty In All Forms,"lo-fi hip hop, lo-fi, lo-fi beats",61
2025-11-29 20:54:00,dryhope,Highlands,"lo-fi hip hop, lo-fi, lo-fi beats",56
2025-11-29 20:57:00,NOGYMX,Whispers of Eden,"lo-fi, lo-fi beats, lo-fi hip hop",45
2025-11-29 20:59:00,Mondo Loops,The Lasting Memory,"lo-fi hip hop, lo-fi, lo-fi beats",62
2025-11-29 21:01:00,Pierson Booth,Your Innocent Eyes,lo-fi,49
2025-11-29 21:04:00,MindeliQ,Birds In The Sky,"lo-fi hip hop, lo-fi, lo-fi beats",41
2025-11-30 14:07:00,Tonion,Holy Cloud,"lo-fi, lo-fi beats, lo-fi hip hop",46
2025-11-30 14:11:00,No Spirit,Planet 9,"lo-fi hip hop, lo-fi, lo-fi beats",60
2025-11-30 14:13:00,nothingtosay,The Dawn,"lo-fi hip hop, lo-fi, lo-fi beats",46
2025-11-30 14:16:00,Kokoro,Cailín,"lo-fi hip hop, lo-fi, lo-fi beats",47
2025-11-30 14:19:00,Xander.,Cabin in a Forest,"lo-fi, lo-fi hip hop, lo-fi beats, jazz beats",56
2025-11-30 14:22:00,Monma,Chrono,"lo-fi hip hop, lo-fi beats, lo-fi",46
2025-11-30 14:25:00,Lilac,Orchid,"lo-fi hip hop, lo-fi, lo-fi beats",47
2025-11-30 14:27:00,Softy,Lucia,"lo-fi hip hop, lo-fi, lo-fi beats",63
2025-11-30 14:29:00,dryhope,Helix,"lo-fi hip hop, lo-fi, lo-fi beats",56
2025-11-30 14:32:00,Spencer Hunt,willow hill,"lo-fi hip hop, lo-fi, lo-fi beats",51
2025-11-30 14:34:00,nothingtosay,Seahorses,"lo-fi hip hop, lo-fi, lo-fi beats",46
2025-11-30 14:36:00,bluntone,Lebegő,"lo-fi hip hop, lo-fi, lo-fi beats",52
2025-11-30 14:38:00,bCalm,Inner Peace,"lo-fi, lo-fi hip hop, lo-fi beats",57
2025-11-30 14:41:00,Softy,The Way to Dawn,"lo-fi hip hop, lo-fi, lo-fi beats",63
2025-11-30 14:47:00,Lewis Capaldi,Fade,soft pop,81
2025-11-30 14:51:00,Lewis Capaldi,Headspace,soft pop,81
2025-11-30 14:56:00,Lewis Capaldi,Before You Go,soft pop,81
2025-11-30 15:00:00,Lewis Capaldi,Leaving My Love Behind,soft pop,81
2025-11-30 14:44:00,Lewis Capaldi,Lost on You,soft pop,81
2025-11-30 15:03:00,Lewis Capaldi,Let It Roll,soft pop,81
2025-11-30 15:07:00,Lewis Capaldi,Grace,soft pop,81
2025-11-30 15:10:00,Lewis Capaldi,Bruises,soft pop,81
2025-11-30 15:14:00,Lewis Capaldi,Hold Me While You Wait,soft pop,81
2025-11-30 15:17:00,Lewis Capaldi,Someone You Loved,soft pop,81
2025-11-30 15:20:00,Lewis Capaldi,Maybe,soft pop,81
2025-11-30 15:24:00,Lewis Capaldi,Forever,soft pop,81
2025-11-30 15:27:00,Lewis Capaldi,One,soft pop,81
2025-11-30 15:30:00,Lewis Capaldi,Don't Get Me Wrong,soft pop,81
2025-11-30 15:34:00,Lewis Capaldi,Hollywood,soft pop,81
2025-11-30 15:37:00,Lewis Capaldi,Lost on You,soft pop,81
2025-11-30 15:40:00,Lewis Capaldi,Fade,soft pop,81
2025-11-30 15:49:00,Lewis Capaldi,Before You Go,soft pop,81
2025-11-30 15:53:00,"Tyler, The Creator",PUPPET,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-11-30 15:56:00,"Tyler, The Creator",WHAT'S GOOD,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-11-30 15:59:00,"Tyler, The Creator","GONE, GONE / THANK YOU","hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-11-30 15:44:00,Lewis Capaldi,Headspace,soft pop,81
2025-11-30 16:06:00,"Tyler, The Creator",I DON'T LOVE YOU ANYMORE,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-11-30 16:09:00,"Tyler, The Creator",SUGAR ON MY TONGUE,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-11-30 16:12:00,"Tyler, The Creator",Tell Me What It is,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-11-30 16:16:00,kiyo,Harana sa Sarili,"pinoy hip hop, opm, pinoy r&b, harana, p-pop",61
2025-11-30 16:20:00,EsDeeKid,4 Raws,"cloud rap, scouse, hip hop, rap, uk",81
2025-11-30 16:21:00,Stormzy,Vossi Bop,"grime, uk grime, uk drill",70
2025-11-30 16:24:00,Stormzy,The Weekend,"grime, uk grime, uk drill",70
2025-11-30 16:28:00,Stormzy,Own It (feat. Ed Sheeran & Burna Boy),"grime, uk grime, uk drill",70
2025-11-30 16:31:00,Ed Sheeran,Castle on the Hill,soft pop,90
2025-11-30 16:35:00,Ed Sheeran,Dive,soft pop,90
2025-11-30 16:39:00,Ed Sheeran,Shape of You,soft pop,90
2025-11-30 16:43:00,Ed Sheeran,Perfect,soft pop,90
2025-11-30 16:53:00,keshi,more,"lo-fi, rnb, live, alternative, alternative rock",75
2025-11-30 16:56:00,keshi,drunk,"lo-fi, rnb, live, alternative, alternative rock",75
2025-11-30 17:00:00,keshi,talk,"lo-fi, rnb, live, alternative, alternative rock",75
2025-11-30 17:03:00,keshi,B.Y.S.,"lo-fi, rnb, live, alternative, alternative rock",75
2025-11-30 17:06:00,keshi,us,"lo-fi, rnb, live, alternative, alternative rock",75
2025-12-01 20:58:00,"Tyler, The Creator",EARFQUAKE,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-12-01 21:01:00,"Tyler, The Creator",NEW MAGIC WAND,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-12-01 21:05:00,"Tyler, The Creator",RUNNING OUT OF TIME,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-12-01 21:07:00,"Tyler, The Creator",I THINK,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-12-01 21:11:00,"Tyler, The Creator",PUPPET,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-12-01 21:14:00,"Tyler, The Creator",IGOR'S THEME,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-12-01 21:17:00,"Tyler, The Creator",I DON'T LOVE YOU ANYMORE,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-12-01 21:20:00,"Tyler, The Creator",ARE WE STILL FRIENDS?,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-12-01 21:24:00,"Tyler, The Creator","GONE, GONE / THANK YOU","hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-12-01 21:31:00,"Tyler, The Creator",A BOY IS A GUN*,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-12-01 21:34:00,"Tyler, The Creator",WHAT'S GOOD,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-12-01 21:38:00,"Tyler, The Creator",EARFQUAKE,"hip-hop, rap, ofwgkta, underground hip-hop, swag",88
2025-12-01 21:42:00,Travis Scott,A-Team,rap,91
2025-12-01 21:45:00,DJ Snake,Tsunami (feat. Future & Travis Scott),"trap, electronic, dance, edm, french",80
2025-12-01 21:49:00,Drake,6 God,rap,97
2025-12-01 21:52:00,SoFaygo,Outside,rage rap,66
2025-12-01 21:54:00,Isaiah Rashad,RIP Young,"hip-hop, rap, underground hip-hop, hip hop, underground rap",66
2025-12-01 21:57:00,Travis Scott,I Can Tell,rap,91
2025-12-01 22:01:00,Kendrick Lamar,Big Shot (with Travis Scott),"hip hop, west coast hip hop",90
2025-12-01 22:05:00,Don Toliver,Embarrassed (feat. Travis Scott),"rap, trap, hip-hop, rnb, hip hop",86
2025-12-01 22:08:00,Drake,Company,rap,97
2025-12-01 22:12:00,Metro Boomin,Overdue (with Travis Scott),"trap, rap, hip-hop, hip hop, southern hip hop",85
2025-12-01 22:15:00,Travis Scott,NC-17,rap,91
2025-12-01 22:17:00,SoFaygo,BACK IN THE MIX,rage rap,66
2025-12-01 22:20:00,Pharrell Williams,Down In Atlanta,"hip-hop, rnb, rap, hip hop, pop",81
2025-12-01 22:22:00,Don Toliver,Flocky Flocky (feat. Travis Scott),"rap, trap, hip-hop, rnb, hip hop",86
2025-12-01 22:25:00,Drake,Pussy & Millions (feat. Travis Scott),rap,97
2025-12-01 22:29:00,Travis Scott,wonderful,rap,91
2025-12-01 22:33:00,Kendrick Lamar,XXX. FEAT. U2.,"hip hop, west coast hip hop",90
2025-12-01 22:37:00,Metro Boomin,Raindrops (Insane) [with Travis Scott],"trap, rap, hip-hop, hip hop, southern hip hop",85
2025-12-01 22:40:00,SoFaygo,MONSTER,rage rap,66
2025-12-01 22:43:00,Don Toliver,Had Enough (feat. Quavo & Offset),"rap, trap, hip-hop, rnb, hip hop",86
2025-12-01 22:46:00,Travis Scott,Escape Plan,rap,91
2025-12-01 22:48:00,Drake,Still Here,rap,97
2025-12-01 22:51:00,Baby Keem,durag activity (with Travis Scott),"rap, hip-hop, trap, hip hop, west coast hip hop",73
2025-12-01 22:55:00,Metro Boomin,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"trap, rap, hip-hop, hip hop, southern hip hop",85
2025-12-01 22:59:00,Kendrick Lamar,untitled 07 | levitate,"hip hop, west coast hip hop",90
2025-12-01 23:01:00,Lewis Capaldi,Headspace,soft pop,81
2025-12-01 23:06:00,Lewis Capaldi,Headspace,soft pop,81
2025-12-01 23:11:00,Lewis Capaldi,Headspace,soft pop,81
2025-12-01 23:16:00,Lewis Capaldi,Headspace,soft pop,81
2025-12-01 23:21:00,Lewis Capaldi,Headspace,soft pop,81
2025-12-01 23:26:00,Lewis Capaldi,Headspace,soft pop,81
2025-12-01 23:31:00,Lewis Capaldi,Headspace,soft pop,81
2025-12-01 23:37:00,Lewis Capaldi,Headspace,soft pop,81
2025-12-01 23:42:00,Lewis Capaldi,Headspace,soft pop,81
2025-12-01 23:47:00,Lewis Capaldi,Headspace,soft pop,81
2025-12-01 23:52:00,Lewis Capaldi,Headspace,soft pop,81
2025-12-01 23:57:00,Lewis Capaldi,Headspace,soft pop,81
